In_x,In_y,Out_x,Out_y,Center_x,Center_y,PositionIndex
333.0726876,26.66370647,333.6323497,14.91024144,333.3525186,20.78697395,335
334.0709008,26.72331761,334.6302589,14.97511015,334.3505799,20.84921388,336
335.0691154,26.78292883,335.6281675,15.03996781,335.3486414,20.91144832,337
336.1221157,26.84965666,336.5710335,15.10160578,336.3465746,20.97563122,338
337.0794391,26.91495619,337.6091361,15.17126613,337.3442876,21.04311116,339
338.1151569,26.98366056,338.5690526,15.23459934,338.3421047,21.10912995,340
339.0495516,27.04613759,339.6302573,15.3046947,339.3399045,21.17541614,341
340.0865403,27.11506567,340.5888798,15.3680256,340.33771,21.24154564,342
341.1237367,27.18400162,341.5472998,15.43134311,341.3355183,21.30767237,343
342.0582361,27.2445299,342.6085923,15.50044305,342.3334142,21.37248647,344
343.0961962,27.31254492,343.566338,15.56328347,343.3312671,21.43791419,345
344.0843698,27.37743784,344.5739488,15.62809773,344.3291593,21.50276778,346
345.0706306,27.44171306,345.5835272,15.69269617,345.3270789,21.56720462,347
346.0421618,27.50597668,346.607815,15.75748496,346.3249884,21.63173082,348
347.1225834,27.57864383,347.5231281,15.8151694,347.3228557,21.69690662,349
348.0834786,27.64204068,348.5580838,15.88033103,348.3207812,21.76118586,350
349.0341359,27.70259506,349.6034061,15.94646963,349.318771,21.82453235,351
350.0594519,27.7701263,350.5739345,16.00743069,350.3166932,21.8887785,352
351.098741,27.83760731,351.5305556,16.06747121,351.3146483,21.95253926,353
352.0368055,27.89770919,352.5885061,16.13353324,352.3126558,22.01562121,354
353.0772148,27.96510962,353.5440524,16.1931961,353.3106336,22.07915286,355
354.01538,28.0266271,354.6018263,16.25899548,354.3086032,22.14281129,356
355.0565265,28.09472962,355.5566493,16.31750209,355.3065879,22.20611586,357
356.0222496,28.15721192,356.5868323,16.38283952,356.304541,22.27002572,358
357.0369565,28.22441444,357.5680512,16.442987,357.3025039,22.33370072,359
358.0794012,28.29366114,358.5213536,16.50375381,358.3003774,22.39870747,360
359.0187282,28.35613427,359.5778298,16.57051605,359.298279,22.46332516,361
